K,group,resource,task_id,start_s,end_s,half_open
2,1,A_battery,Q23-018,2322.0,5471.818640077841,True
2,1,A_battery,Q23-019,2180.0,5365.408528704542,True
2,1,A_battery,Q23-020,8018.357,11177.300617622668,True
2,1,B_battery,Q23-008,5827.0,9540.17626250409,True
2,2,B_battery,Q23-015,6631.0,8846.515486668748,True
2,1,B_battery,Q23-017,0.0,3601.5501956847784,True
2,1,B_battery,Q23-021,0.0,3764.981823564375,True
2,1,B_battery,Q23-022,2421.0,6207.343594697471,True
2,1,B_battery,Q23-023,2503.0,6190.190278169355,True
2,1,B_battery,Q23-024,8094.552,12162.312386979447,True
2,1,C_battery,Q23-002,0.0,3274.522716105184,True
2,1,C_battery,Q23-003,0.0,2850.046885786072,True
2,1,C_battery,Q23-005,7983.811,12587.003493114018,True
2,1,C_battery,Q23-007,5548.0,10482.141523481003,True
2,1,C_battery,Q23-009,8107.54,12614.46380205519,True
2,1,C_battery,Q23-011,1628.0,5239.0592928250335,True
2,1,C_battery,Q23-014,1364.0,5737.379405002646,True
2,1,C_battery,Q23-025,4105.73,8514.192862001319,True
2,1,relay_airframe,R3-001,15.515590210393157,2508.473849754977,True
2,1,relay_airframe,R3-002,1496.2747708562624,4862.381166641818,True
2,1,relay_airframe,R3-003,2603.5627563094845,4824.554610198884,True
2,1,relay_airframe,R3-004,4824.555462919337,8314.510690690135,True
2,1,relay_airframe,R3-005,5955.9370278884235,8070.8149219127,True
2,1,relay_airframe,R3-006,8101.566158529601,10717.656243090909,True
2,1,relay_airframe,R3-007,8314.512972305742,10571.714060706645,True
2,1,relay_energy,R3-001,15.515590210393157,2942.2009030350514,True
2,1,relay_energy,R3-002,1496.2747708562624,5404.786302805709,True
2,1,relay_energy,R3-003,2603.5627563094845,5227.8968952296145,True
2,1,relay_energy,R3-004,4824.555462919337,8870.970660822884,True
2,1,relay_energy,R3-005,5955.9370278884235,8468.871756575663,True
2,1,relay_energy,R3-006,8101.566158529601,11167.87716033299,True
2,1,relay_energy,R3-007,8314.512972305742,10987.437750227124,True
3,1,A_airframe,Q23-001,0.0,1312.4715825390365,True
3,1,A_airframe,Q23-004,0.0,2007.7326591437009,True
3,1,A_airframe,Q23-006,4659.542,6921.820664396718,True
3,1,A_airframe,Q23-010,2008.0,3703.759325243763,True
3,1,A_airframe,Q23-012,2655.0,3967.6157157640037,True
3,1,A_airframe,Q23-013,4847.0,7023.205884825228,True
3,3,A_airframe,Q23-016,0.0,1163.5358620695392,True
3,1,A_airframe,Q23-018,2322.0,4310.962351014692,True
3,1,A_airframe,Q23-019,2180.0,4150.211232633945,True
3,1,A_airframe,Q23-020,8018.357,10028.350455329422,True
3,2,B_airframe,Q23-008,5827.0,7752.772436047869,True
3,3,B_airframe,Q23-015,6631.0,7760.6308045644855,True
3,1,B_airframe,Q23-017,0.0,1863.8014006521175,True
3,1,B_airframe,Q23-021,0.0,2115.40334600042,True
3,1,B_airframe,Q23-022,2421.0,4519.481447098818,True
3,1,B_airframe,Q23-023,2503.0,4462.897844293269,True
3,1,B_airframe,Q23-024,8094.552,10262.448402439148,True
3,1,C_airframe,Q23-002,0.0,1627.4267416985467,True
3,1,C_airframe,Q23-003,0.0,1363.4267416985467,True
3,1,C_airframe,Q23-005,7983.811,10094.819126582537,True
3,1,C_airframe,Q23-007,5548.0,7983.810858112425,True
3,2,C_airframe,Q23-009,8107.54,10280.72549146779,True
3,1,C_airframe,Q23-011,1628.0,3376.0456170960524,True
3,1,C_airframe,Q23-014,1364.0,3435.759889419427,True
3,1,C_airframe,Q23-025,4105.73,6519.5094128207875,True
3,1,A_battery,Q23-001,0.0,2178.782682265257,True
3,1,A_battery,Q23-004,0.0,3353.918736410854,True
3,1,A_battery,Q23-006,4659.542,8283.029724141235,True
3,1,A_battery,Q23-010,2008.0,4818.944570132077,True
3,1,A_battery,Q23-012,2655.0,4845.93138703198,True
3,1,A_battery,Q23-013,4847.0,8450.978636986982,True
3,3,A_battery,Q23-016,0.0,1982.68645564108,True
3,1,A_battery,Q23-018,2322.0,5471.818640077841,True
3,1,A_battery,Q23-019,2180.0,5365.408528704542,True
3,1,A_battery,Q23-020,8018.357,11177.300617622668,True
3,2,B_battery,Q23-008,5827.0,9540.17626250409,True
3,3,B_battery,Q23-015,6631.0,8846.515486668748,True
3,1,B_battery,Q23-017,0.0,3601.5501956847784,True
3,1,B_battery,Q23-021,0.0,3764.981823564375,True
3,1,B_battery,Q23-022,2421.0,6207.343594697471,True
3,1,B_battery,Q23-023,2503.0,6190.190278169355,True
3,1,B_battery,Q23-024,8094.552,12162.312386979447,True
3,1,C_battery,Q23-002,0.0,3274.522716105184,True
3,1,C_battery,Q23-003,0.0,2850.046885786072,True
3,1,C_battery,Q23-005,7983.811,12587.003493114018,True
3,1,C_battery,Q23-007,5548.0,10482.141523481003,True
3,2,C_battery,Q23-009,8107.54,12614.46380205519,True
3,1,C_battery,Q23-011,1628.0,5239.0592928250335,True
3,1,C_battery,Q23-014,1364.0,5737.379405002646,True
3,1,C_battery,Q23-025,4105.73,8514.192862001319,True
3,1,relay_airframe,R3-001,15.515590210393157,2508.473849754977,True
3,1,relay_airframe,R3-002,1496.2747708562624,4862.381166641818,True
3,1,relay_airframe,R3-003,2603.5627563094845,4824.554610198884,True
3,1,relay_airframe,R3-004,4824.555462919337,8314.510690690135,True
3,2,relay_airframe,R3-005,5955.9370278884235,8070.8149219127,True
3,1,relay_airframe,R3-006,8101.566158529601,10717.656243090909,True
3,2,relay_airframe,R3-007,8314.512972305742,10571.714060706645,True
3,1,relay_energy,R3-001,15.515590210393157,2942.2009030350514,True
3,1,relay_energy,R3-002,1496.2747708562624,5404.786302805709,True
3,1,relay_energy,R3-003,2603.5627563094845,5227.8968952296145,True
3,1,relay_energy,R3-004,4824.555462919337,8870.970660822884,True
3,2,relay_energy,R3-005,5955.9370278884235,8468.871756575663,True
3,1,relay_energy,R3-006,8101.566158529601,11167.87716033299,True
3,2,relay_energy,R3-007,8314.512972305742,10987.437750227124,True
